"","Wind.Exposure","Genotype","fit","se","lower","upper","response","experiment","Aphid.treatment","Ant.mound.dist"
"1","Exposed","F",1.44690604385177,0.362019702660889,0.711686292522291,2.94165719043857,"arthropod_abund","wind",NA,NA
"2","Unexposed","F",1.6283384393188,0.356121515938615,0.810239648421816,3.27247139550347,"arthropod_abund","wind",NA,NA
"3","Exposed","G",0.241296215750064,0.612007435926113,0.0727124598500199,0.800741218979483,"arthropod_abund","wind",NA,NA
"4","Unexposed","G",0.626038636904526,0.412975253777058,0.278660854065084,1.40645651938517,"arthropod_abund","wind",NA,NA
"5","Exposed","I",1.24927449318452,0.38569029434827,0.586621126011495,2.66046804337364,"arthropod_abund","wind",NA,NA
"6","Unexposed","I",1.08733823994871,0.375833178757338,0.520540925614188,2.27129969974934,"arthropod_abund","wind",NA,NA
"7","Exposed","J",0.217735495931651,0.509103326926172,0.0802748859729661,0.590580050211065,"arthropod_abund","wind",NA,NA
"8","Unexposed","J",0.722957357290547,0.42614705407899,0.313599709479863,1.6666703592533,"arthropod_abund","wind",NA,NA
"9","Exposed","L",0.567819139139911,0.424279941020326,0.247207866440092,1.30424075664164,"arthropod_abund","wind",NA,NA
"10","Unexposed","L",1.50463163330199,0.355923261672092,0.748975753497635,3.02268309936708,"arthropod_abund","wind",NA,NA
"11","Exposed","S",0.4240246020644,0.669495194275032,0.114160460695339,1.57494864737537,"arthropod_abund","wind",NA,NA
"12","Unexposed","S",1.970839518066,0.394506012147129,0.909593054619877,4.27027051959388,"arthropod_abund","wind",NA,NA
"13","Exposed","T",0.864949445537645,0.403176091102312,0.39247013406398,1.90622796081069,"arthropod_abund","wind",NA,NA
"14","Unexposed","T",1.22060947747561,0.365297547846548,0.59653358731126,2.49757520480716,"arthropod_abund","wind",NA,NA
"15","Exposed","U",0.971394699392613,0.406866949592595,0.437592584676903,2.15636117943995,"arthropod_abund","wind",NA,NA
"16","Unexposed","U",1.43492586626747,0.383922583665933,0.676135857771121,3.04526408120251,"arthropod_abund","wind",NA,NA
"17","Exposed","W",1.67773069372034,0.35240349344795,0.840922267078401,3.34725383171345,"arthropod_abund","wind",NA,NA
"18","Unexposed","W",2.02909682790469,0.364288207607934,0.993619457449281,4.14367281774275,"arthropod_abund","wind",NA,NA
"19","Exposed","X",0.337605334063971,0.494506644256173,0.128080932554283,0.889885475655322,"arthropod_abund","wind",NA,NA
"20","Unexposed","X",1.01255064610194,0.413446922762952,0.450287712889757,2.2768971516939,"arthropod_abund","wind",NA,NA
"21","Exposed","F",0.683483190569186,0.275680785045746,0.398169443759739,1.1732423949451,"arthropod_rich","wind",NA,NA
"22","Unexposed","F",1.15176622341258,0.218681519411735,0.750278137262222,1.76809821253052,"arthropod_rich","wind",NA,NA
"23","Exposed","G",0.301175024373355,0.504992719912789,0.11193563611908,0.810344216115366,"arthropod_rich","wind",NA,NA
"24","Unexposed","G",0.580237257252374,0.310631417723451,0.315642641686591,1.06663432071402,"arthropod_rich","wind",NA,NA
"25","Exposed","I",0.63197179260658,0.3117054658568,0.343062715452063,1.16418464805798,"arthropod_rich","wind",NA,NA
"26","Unexposed","I",0.958901027365212,0.243031626069494,0.595531706790355,1.54398358609267,"arthropod_rich","wind",NA,NA
"27","Exposed","J",0.350733085685948,0.389174843281274,0.163572581932435,0.752043502288169,"arthropod_rich","wind",NA,NA
"28","Unexposed","J",0.726156766098754,0.306789148923143,0.398007257500253,1.32485938136609,"arthropod_rich","wind",NA,NA
"29","Exposed","L",0.495205194809802,0.331679611301605,0.258499075899367,0.948661747100714,"arthropod_rich","wind",NA,NA
"30","Unexposed","L",1.25083574062968,0.210519173229908,0.827953672560394,1.88970724074235,"arthropod_rich","wind",NA,NA
"31","Exposed","S",0.365742530729766,0.541699893600672,0.126496841061981,1.05747778095953,"arthropod_rich","wind",NA,NA
"32","Unexposed","S",1.08772638363559,0.256173127677222,0.658361917100251,1.79710984934872,"arthropod_rich","wind",NA,NA
"33","Exposed","T",0.40573584132998,0.402813597670823,0.184233166904079,0.8935501446678,"arthropod_rich","wind",NA,NA
"34","Unexposed","T",1.07399680306445,0.22396503196128,0.692410440542437,1.665874841646,"arthropod_rich","wind",NA,NA
"35","Exposed","U",0.735326358676202,0.284862867729231,0.420730911728992,1.28515599565047,"arthropod_rich","wind",NA,NA
"36","Unexposed","U",1.25019916368096,0.224646896096536,0.804932419498837,1.9417753726974,"arthropod_rich","wind",NA,NA
"37","Exposed","W",1.06690758018036,0.225319338653354,0.686016611368856,1.65927729122331,"arthropod_rich","wind",NA,NA
"38","Unexposed","W",1.61466552273459,0.196420347128235,1.09872566552776,2.3728805397983,"arthropod_rich","wind",NA,NA
"39","Exposed","X",0.324415846005523,0.413624558115348,0.144219570174802,0.729759775402989,"arthropod_rich","wind",NA,NA
"40","Unexposed","X",0.860809042418884,0.278323709179067,0.498881328078767,1.48530755874095,"arthropod_rich","wind",NA,NA
"41","Exposed","F",0.0302786387027455,0.110779504822758,-0.189075845110755,0.249633122516246,"arthropod_rarerich","wind",NA,NA
"42","Unexposed","F",0.44459911158396,0.117077148164958,0.212774664966599,0.676423558201321,"arthropod_rarerich","wind",NA,NA
"43","Exposed","G",0.00852824977532265,0.335329054396978,-0.655456769408549,0.672513268959194,"arthropod_rarerich","wind",NA,NA
"44","Unexposed","G",0.129955013451226,0.117866454929178,-0.103432339392454,0.363342366294906,"arthropod_rarerich","wind",NA,NA
"45","Exposed","I",0.169809283496548,0.110779504822758,-0.0495452003169529,0.389163767310049,"arthropod_rarerich","wind",NA,NA
"46","Unexposed","I",0.416991419874196,0.110591130925699,0.198009935190988,0.635972904557403,"arthropod_rarerich","wind",NA,NA
"47","Exposed","J",0.33171404540131,0.191319568389014,-0.047117808329569,0.710545899132189,"arthropod_rarerich","wind",NA,NA
"48","Unexposed","J",0.264277186616581,0.148010170601394,-0.0287977339056077,0.557352107138769,"arthropod_rarerich","wind",NA,NA
"49","Exposed","L",0.248380712067976,0.13548013997897,-0.0198834963667475,0.5166449205027,"arthropod_rarerich","wind",NA,NA
"50","Unexposed","L",0.363216580555975,0.104680586784519,0.15593856359651,0.57049459751544,"arthropod_rarerich","wind",NA,NA
"51","Exposed","S",0.230750471997545,0.19862612880339,-0.162549101107163,0.624050045102254,"arthropod_rarerich","wind",NA,NA
"52","Unexposed","S",0.292154501997936,0.110645565600131,0.0730652312226095,0.511243772773262,"arthropod_rarerich","wind",NA,NA
"53","Exposed","T",0.0571796974698327,0.125955204892391,-0.192224188176696,0.306583583116362,"arthropod_rarerich","wind",NA,NA
"54","Unexposed","T",0.459143250537189,0.111627593413452,0.238109466610028,0.68017703446435,"arthropod_rarerich","wind",NA,NA
"55","Exposed","U",0.309550838262026,0.148794708568365,0.0149224542083629,0.604179222315689,"arthropod_rarerich","wind",NA,NA
"56","Unexposed","U",0.554156515782779,0.110298084282344,0.335755292721875,0.772557738843682,"arthropod_rarerich","wind",NA,NA
"57","Exposed","W",0.276711247288464,0.0956993828094244,0.0872169112105191,0.466205583366409,"arthropod_rarerich","wind",NA,NA
"58","Unexposed","W",0.619651194751745,0.0997741614860551,0.422088389919615,0.817213999583876,"arthropod_rarerich","wind",NA,NA
"59","Exposed","X",0.00852824977532288,0.24020959173867,-0.467110733150184,0.48416723270083,"arthropod_rarerich","wind",NA,NA
"60","Unexposed","X",0.404811110024879,0.136658645288694,0.134213343371965,0.675408876677793,"arthropod_rarerich","wind",NA,NA
"61",NA,"F",3.06175749701967,0.296471542253052,1.71243365922524,5.47429030027209,"arthropod_abund","ant_aphid","aphid",NA
"62",NA,"F",2.69053705654212,0.303434555381014,1.48441391266748,4.87666518809294,"arthropod_abund","ant_aphid","none",NA
"63",NA,"G",1.84522523297626,0.332497245014072,0.961672543484651,3.54055669310748,"arthropod_abund","ant_aphid","aphid",NA
"64",NA,"G",1.9026562391183,0.30840361952404,1.03955313556182,3.48236241171003,"arthropod_abund","ant_aphid","none",NA
"65",NA,"I",3.74055908110568,0.270034569317184,2.20334587373562,6.3502432396236,"arthropod_abund","ant_aphid","aphid",NA
"66",NA,"I",2.17505328492706,0.300931447573033,1.20591469744385,3.9230443100991,"arthropod_abund","ant_aphid","none",NA
"67",NA,"J",6.70923986180848,0.259456715142531,4.03481254324919,11.1563793957651,"arthropod_abund","ant_aphid","aphid",NA
"68",NA,"J",1.59872764231853,0.309887726478249,0.870958722823176,2.93461677038886,"arthropod_abund","ant_aphid","none",NA
"69",NA,"L",2.68190376742628,0.304406699579427,1.47683418938045,4.87028799133683,"arthropod_abund","ant_aphid","aphid",NA
"70",NA,"L",2.98998055241956,0.277311675441386,1.73628189820913,5.14892409640868,"arthropod_abund","ant_aphid","none",NA
"71",NA,"S",2.23288229544267,0.312498479192975,1.21022645576989,4.1196945592547,"arthropod_abund","ant_aphid","aphid",NA
"72",NA,"S",1.4714453291345,0.346899813423553,0.745525451111961,2.90419509273947,"arthropod_abund","ant_aphid","none",NA
"73",NA,"T",6.3091760030549,0.257493423298437,3.80884977113476,10.4508458535671,"arthropod_abund","ant_aphid","aphid",NA
"74",NA,"T",3.25927025419355,0.275100374183832,1.90087916273385,5.58838394261374,"arthropod_abund","ant_aphid","none",NA
"75",NA,"U",1.5561063010864,0.322028957762401,0.827804371449927,2.92516795488712,"arthropod_abund","ant_aphid","aphid",NA
"76",NA,"U",2.62738526377072,0.30145901116519,1.45519563796194,4.74379742777933,"arthropod_abund","ant_aphid","none",NA
"77",NA,"W",8.43659313340611,0.251290342097386,5.15547135502613,13.8059352476558,"arthropod_abund","ant_aphid","aphid",NA
"78",NA,"W",6.32190463494411,0.267023010383949,3.74591175137721,10.6693592550956,"arthropod_abund","ant_aphid","none",NA
"79",NA,"X",1.6856843714839,0.314511105327364,0.910047209131344,3.12240043346474,"arthropod_abund","ant_aphid","aphid",NA
"80",NA,"X",2.792282827521,0.291521784421399,1.57694160929604,4.94428160364748,"arthropod_abund","ant_aphid","none",NA
"81",NA,"F",2.45339358313277,0.189487801165135,1.69229049926499,3.55680072444498,"arthropod_rich","ant_aphid","aphid",NA
"82",NA,"F",1.9823695014305,0.207891884746479,1.31894508667285,2.97949390001899,"arthropod_rich","ant_aphid","none",NA
"83",NA,"G",1.09235463677352,0.278456264188843,0.632908975643365,1.88532426999896,"arthropod_rich","ant_aphid","aphid",NA
"84",NA,"G",1.43674747218862,0.223494118411365,0.927132709161118,2.22648093249579,"arthropod_rich","ant_aphid","none",NA
"85",NA,"I",1.9142769592572,0.194962462168839,1.30632856474356,2.80515666245294,"arthropod_rich","ant_aphid","aphid",NA
"86",NA,"I",1.90474087893315,0.204370691755542,1.27607222046712,2.84312890578477,"arthropod_rich","ant_aphid","none",NA
"87",NA,"J",2.1709832382035,0.184504197359687,1.51218948137093,3.11678415874686,"arthropod_rich","ant_aphid","aphid",NA
"88",NA,"J",1.55223060764307,0.223927586666558,1.00080331559575,2.40748588834331,"arthropod_rich","ant_aphid","none",NA
"89",NA,"L",2.18835836782307,0.195472573304092,1.49187311613447,3.20999976085743,"arthropod_rich","ant_aphid","aphid",NA
"90",NA,"L",2.16349890648152,0.185070253000296,1.50530531502574,3.10948713966821,"arthropod_rich","ant_aphid","none",NA
"91",NA,"S",2.17209004691779,0.198162908207606,1.47299493088322,3.20298126829969,"arthropod_rich","ant_aphid","aphid",NA
"92",NA,"S",1.07128108758599,0.274382965972318,0.625674181101356,1.83425048257427,"arthropod_rich","ant_aphid","none",NA
"93",NA,"T",2.88904789712744,0.162838568457842,2.09964707485402,3.97523843500069,"arthropod_rich","ant_aphid","aphid",NA
"94",NA,"T",1.98024071270654,0.19200130693348,1.35920879601153,2.88502641519635,"arthropod_rich","ant_aphid","none",NA
"95",NA,"U",1.3383455185191,0.238129809518351,0.839212197889506,2.13434543902564,"arthropod_rich","ant_aphid","aphid",NA
"96",NA,"U",1.1529478324097,0.260784181985959,0.691559830213292,1.92216008822873,"arthropod_rich","ant_aphid","none",NA
"97",NA,"W",3.36754054083651,0.152149353257388,2.49921183314985,4.53756226013257,"arthropod_rich","ant_aphid","aphid",NA
"98",NA,"W",3.24971975403875,0.1591916744573,2.37871116697102,4.43966406112153,"arthropod_rich","ant_aphid","none",NA
"99",NA,"X",1.59399367524244,0.220427163869116,1.03480531762291,2.45535637809583,"arthropod_rich","ant_aphid","aphid",NA
"100",NA,"X",1.8268750197969,0.206879681356554,1.21790253203739,2.74034436267636,"arthropod_rich","ant_aphid","none",NA
"101",NA,"F",0.757860863060539,0.0975657091318467,0.56463708869653,0.951084637424548,"arthropod_rarerich","ant_aphid","aphid",NA
"102",NA,"F",0.562241621250602,0.215466778180373,0.135520957807233,0.988962284693971,"arthropod_rarerich","ant_aphid","none",NA
"103",NA,"G",0.404839099962286,0.147634316024784,0.112457073307737,0.697221126616836,"arthropod_rarerich","ant_aphid","aphid",NA
"104",NA,"G",0.219336183178183,0.302267492699782,-0.379288746899154,0.81796111325552,"arthropod_rarerich","ant_aphid","none",NA
"105",NA,"I",0.464474318061008,0.0945065063207208,0.277309134558179,0.651639501563838,"arthropod_rarerich","ant_aphid","aphid",NA
"106",NA,"I",0.666790814742524,0.122266212882351,0.424648987039558,0.90893264244549,"arthropod_rarerich","ant_aphid","none",NA
"107",NA,"J",0.469846770749717,0.0944469884479236,0.282799459275148,0.656894082224286,"arthropod_rarerich","ant_aphid","aphid",NA
"108",NA,"J",0.742815915120559,0.120166724956216,0.504832013239372,0.980799817001745,"arthropod_rarerich","ant_aphid","none",NA
"109",NA,"L",0.805551490364482,0.116101646367399,0.575618263612977,1.03548471711599,"arthropod_rarerich","ant_aphid","aphid",NA
"110",NA,"L",0.620300328678744,0.113690971246545,0.39514131768154,0.845459339675948,"arthropod_rarerich","ant_aphid","none",NA
"111",NA,"S",0.782931667042628,0.114163352429824,0.556837129865336,1.00902620421992,"arthropod_rarerich","ant_aphid","aphid",NA
"112",NA,"S",0.593423028240443,0.147660573578039,0.300988999877602,0.885857056603284,"arthropod_rarerich","ant_aphid","none",NA
"113",NA,"T",0.5662430446381,0.0876568408282629,0.392643264711593,0.739842824564606,"arthropod_rarerich","ant_aphid","aphid",NA
"114",NA,"T",0.595093171964191,0.0980359029712064,0.400938203340106,0.789248140588275,"arthropod_rarerich","ant_aphid","none",NA
"115",NA,"U",0.667485099430947,0.196394186440805,0.278536704498875,1.05643349436302,"arthropod_rarerich","ant_aphid","aphid",NA
"116",NA,"U",0.16027971982204,0.147571234639168,-0.131977377453845,0.452536817097926,"arthropod_rarerich","ant_aphid","none",NA
"117",NA,"W",0.648743735101894,0.0848771228686939,0.480649040933433,0.816838429270355,"arthropod_rarerich","ant_aphid","aphid",NA
"118",NA,"W",0.686112272278315,0.090766057617064,0.506354851428641,0.865869693127988,"arthropod_rarerich","ant_aphid","none",NA
"119",NA,"X",0.650882670260364,0.123312097453935,0.406669522969105,0.895095817551623,"arthropod_rarerich","ant_aphid","aphid",NA
"120",NA,"X",0.628038815624415,0.10910331103512,0.411965425276503,0.844112205972327,"arthropod_rarerich","ant_aphid","none",NA
"121",NA,"F",4.64533864155758,0.757817196702816,1.05187034627991,20.5150484287972,"Aphis_farinosa","ant_aphid",NA,NA
"122",NA,"G",0.0458815141519687,1.33975320232306,0.0033207619826199,0.633924789519688,"Aphis_farinosa","ant_aphid",NA,NA
"123",NA,"I",2.87088020268727,0.71896781055699,0.70150142986022,11.7490183018216,"Aphis_farinosa","ant_aphid",NA,NA
"124",NA,"J",0.857645156150842,0.792162642897157,0.18155891345006,4.05133077683528,"Aphis_farinosa","ant_aphid",NA,NA
"125",NA,"L",0.954420936705818,0.841789182775302,0.183319095706993,4.96903675478726,"Aphis_farinosa","ant_aphid",NA,NA
"126",NA,"S",0.560535789279468,0.876718227715494,0.100540129064657,3.12512400756016,"Aphis_farinosa","ant_aphid",NA,NA
"127",NA,"T",2.24226696366252,0.747224542785551,0.518380473883969,9.69897862599223,"Aphis_farinosa","ant_aphid",NA,NA
"128",NA,"U",2.86855198476288,0.729452297856975,0.686675896319801,11.9832231382923,"Aphis_farinosa","ant_aphid",NA,NA
"129",NA,"W",7.00385840445736,0.699718134011625,1.77719958016291,27.6018704355035,"Aphis_farinosa","ant_aphid",NA,NA
"130",NA,"X",1.31745910219352,0.782626841106141,0.28416066955255,6.10815877047887,"Aphis_farinosa","ant_aphid",NA,NA
"131",NA,"F",0.230769230769231,NA,NA,NA,"F_obscuripes","ant_aphid","aphid",NA
"132",NA,"F",0,NA,NA,NA,"F_obscuripes","ant_aphid","none",NA
"133",NA,"G",0,NA,NA,NA,"F_obscuripes","ant_aphid","aphid",NA
"134",NA,"G",0.0666666666666667,NA,NA,NA,"F_obscuripes","ant_aphid","none",NA
"135",NA,"I",0.266666666666667,NA,NA,NA,"F_obscuripes","ant_aphid","aphid",NA
"136",NA,"I",0,NA,NA,NA,"F_obscuripes","ant_aphid","none",NA
"137",NA,"J",0.333333333333333,NA,NA,NA,"F_obscuripes","ant_aphid","aphid",NA
"138",NA,"J",0,NA,NA,NA,"F_obscuripes","ant_aphid","none",NA
"139",NA,"L",0,NA,NA,NA,"F_obscuripes","ant_aphid","aphid",NA
"140",NA,"L",0,NA,NA,NA,"F_obscuripes","ant_aphid","none",NA
"141",NA,"S",0.0769230769230769,NA,NA,NA,"F_obscuripes","ant_aphid","aphid",NA
"142",NA,"S",0,NA,NA,NA,"F_obscuripes","ant_aphid","none",NA
"143",NA,"T",0.133333333333333,NA,NA,NA,"F_obscuripes","ant_aphid","aphid",NA
"144",NA,"T",0,NA,NA,NA,"F_obscuripes","ant_aphid","none",NA
"145",NA,"U",0,NA,NA,NA,"F_obscuripes","ant_aphid","aphid",NA
"146",NA,"U",0,NA,NA,NA,"F_obscuripes","ant_aphid","none",NA
"147",NA,"W",0.266666666666667,NA,NA,NA,"F_obscuripes","ant_aphid","aphid",NA
"148",NA,"W",0,NA,NA,NA,"F_obscuripes","ant_aphid","none",NA
"149",NA,"X",0.214285714285714,NA,NA,NA,"F_obscuripes","ant_aphid","aphid",NA
"150",NA,"X",0,NA,NA,NA,"F_obscuripes","ant_aphid","none",NA
"151",NA,NA,0.25531914893617,NA,NA,NA,"F_obscuripes","ant_aphid","aphid",1
"152",NA,NA,0.142857142857143,NA,NA,NA,"F_obscuripes","ant_aphid","aphid",6
"153",NA,NA,0.0666666666666667,NA,NA,NA,"F_obscuripes","ant_aphid","aphid",12
"154",NA,NA,0.0208333333333333,NA,NA,NA,"F_obscuripes","ant_aphid","none",1
"155",NA,NA,0,NA,NA,NA,"F_obscuripes","ant_aphid","none",6
"156",NA,NA,0,NA,NA,NA,"F_obscuripes","ant_aphid","none",12
