sc.trait.PC1,sc.trait.PC2,total.rich,Block,Plot_code,cond__,estimate__,se__,lower__,upper__,Experiment,Year,Trait
-2.6850864221686144,4.915049848600954e-18,NA,NA,NA,1,0.31621264803879257,0.0881199178240202,0.17121424355387713,0.5431062817027071,Wind,2012,Arthropod Richness - Trait PC1
-2.629172402892033,4.915049848600954e-18,NA,NA,NA,1,0.3212859450443596,0.08845710243930625,0.17563788702477728,0.5478392159685002,Wind,2012,Arthropod Richness - Trait PC1
-2.5732583836154515,4.915049848600954e-18,NA,NA,NA,1,0.32610918095788327,0.0885200608133426,0.18017937479654383,0.5526134000845402,Wind,2012,Arthropod Richness - Trait PC1
-2.51734436433887,4.915049848600954e-18,NA,NA,NA,1,0.33136081320540633,0.08896225364779778,0.18483829237189522,0.557429193599443,Wind,2012,Arthropod Richness - Trait PC1
-2.461430345062289,4.915049848600954e-18,NA,NA,NA,1,0.3365946106874402,0.0896867492466447,0.18961767614927955,0.5622869591960735,Wind,2012,Arthropod Richness - Trait PC1
-2.4055163257857073,4.915049848600954e-18,NA,NA,NA,1,0.3419868903753046,0.09012169094846244,0.1945206410397577,0.5669686842337288,Wind,2012,Arthropod Richness - Trait PC1
-2.349602306509126,4.915049848600954e-18,NA,NA,NA,1,0.34727318475696645,0.08908659381634704,0.19955038249711637,0.5715996655924338,Wind,2012,Arthropod Richness - Trait PC1
-2.293688287232545,4.915049848600954e-18,NA,NA,NA,1,0.3525935491872568,0.08864952344986547,0.20471017860047552,0.576268477230307,Wind,2012,Arthropod Richness - Trait PC1
-2.237774267955963,4.915049848600954e-18,NA,NA,NA,1,0.357975249802552,0.08820690835241744,0.20991330613284387,0.5809754282210895,Wind,2012,Arthropod Richness - Trait PC1
-2.181860248679382,4.915049848600954e-18,NA,NA,NA,1,0.36383094676397587,0.08891656452995524,0.21518285084355146,0.5857208301640051,Wind,2012,Arthropod Richness - Trait PC1
-2.1259462294028006,4.915049848600954e-18,NA,NA,NA,1,0.36911466545908966,0.08953862849299282,0.22072385215525486,0.5908728838914065,Wind,2012,Arthropod Richness - Trait PC1
-2.070032210126219,4.915049848600954e-18,NA,NA,NA,1,0.3747554377253426,0.09042843364197375,0.2264527132007742,0.596313491756885,Wind,2012,Arthropod Richness - Trait PC1
-2.0141181908496377,4.915049848600954e-18,NA,NA,NA,1,0.38078378604666774,0.09057670865430553,0.23233271607793274,0.6018041988434979,Wind,2012,Arthropod Richness - Trait PC1
-1.958204171573056,4.915049848600954e-18,NA,NA,NA,1,0.3860661942075839,0.09021361342702383,0.23837825586388625,0.607345466514681,Wind,2012,Arthropod Richness - Trait PC1
-1.9022901522964748,4.915049848600954e-18,NA,NA,NA,1,0.39216942643067465,0.09020864474796692,0.24445213509078698,0.6129377603828288,Wind,2012,Arthropod Richness - Trait PC1
-1.8463761330198933,4.915049848600954e-18,NA,NA,NA,1,0.39830927367507324,0.08976545867555075,0.25036845592844875,0.6185804135494146,Wind,2012,Arthropod Richness - Trait PC1
-1.7904621137433119,4.915049848600954e-18,NA,NA,NA,1,0.4047253221814613,0.08960365443771819,0.25740617239701385,0.6224897135216222,Wind,2012,Arthropod Richness - Trait PC1
-1.7345480944667306,4.915049848600954e-18,NA,NA,NA,1,0.41152527962799046,0.08960687523917521,0.2641237286791511,0.6292028044156485,Wind,2012,Arthropod Richness - Trait PC1
-1.6786340751901492,4.915049848600954e-18,NA,NA,NA,1,0.4183113329216289,0.08946744961029039,0.2709697124458306,0.632663599013107,Wind,2012,Arthropod Richness - Trait PC1
-1.6227200559135677,4.915049848600954e-18,NA,NA,NA,1,0.4249750812680385,0.0881091212285781,0.27797511360806987,0.6353600513408314,Wind,2012,Arthropod Richness - Trait PC1
-1.5668060366369865,4.915049848600954e-18,NA,NA,NA,1,0.4315441880460611,0.08752826252387888,0.28518865441012387,0.6405497225957355,Wind,2012,Arthropod Richness - Trait PC1
-1.510892017360405,4.915049848600954e-18,NA,NA,NA,1,0.4379063470518325,0.08712304649638612,0.29258000494383135,0.6457817886654138,Wind,2012,Arthropod Richness - Trait PC1
-1.4549779980838236,4.915049848600954e-18,NA,NA,NA,1,0.4453157699284721,0.08669401009173987,0.30013878051329473,0.6527312391980268,Wind,2012,Arthropod Richness - Trait PC1
-1.399063978807242,4.915049848600954e-18,NA,NA,NA,1,0.4526236823615295,0.08581547845637263,0.3078975178754302,0.6608633787007115,Wind,2012,Arthropod Richness - Trait PC1
-1.3431499595306609,4.915049848600954e-18,NA,NA,NA,1,0.46043776120933655,0.08607544594260032,0.31587192513752027,0.6690326374625533,Wind,2012,Arthropod Richness - Trait PC1
-1.2872359402540794,4.915049848600954e-18,NA,NA,NA,1,0.4683941667517889,0.08595018275457153,0.32405289111786567,0.6737954334862896,Wind,2012,Arthropod Richness - Trait PC1
-1.231321920977498,4.915049848600954e-18,NA,NA,NA,1,0.4757028685947362,0.08516500170028468,0.33241863666506416,0.6807897506285611,Wind,2012,Arthropod Richness - Trait PC1
-1.1754079017009167,4.915049848600954e-18,NA,NA,NA,1,0.4832575516480162,0.08502290371648699,0.3397012757583604,0.686608906901446,Wind,2012,Arthropod Richness - Trait PC1
-1.1194938824243352,4.915049848600954e-18,NA,NA,NA,1,0.4901582602112968,0.08403293228279417,0.34576750670178746,0.691184073036301,Wind,2012,Arthropod Richness - Trait PC1
-1.0635798631477538,4.915049848600954e-18,NA,NA,NA,1,0.497522636361621,0.08307113604612731,0.3531211086613102,0.6961917972013648,Wind,2012,Arthropod Richness - Trait PC1
-1.0076658438711723,4.915049848600954e-18,NA,NA,NA,1,0.5060450826151015,0.08291863014304185,0.3616511357155632,0.701084904775368,Wind,2012,Arthropod Richness - Trait PC1
-0.9517518245945911,4.915049848600954e-18,NA,NA,NA,1,0.5143005633212387,0.08238154926104287,0.3672204411748516,0.7086163856510053,Wind,2012,Arthropod Richness - Trait PC1
-0.8958378053180096,4.915049848600954e-18,NA,NA,NA,1,0.5240650421678059,0.08357155865115806,0.37761573761156264,0.7150040528159473,Wind,2012,Arthropod Richness - Trait PC1
-0.8399237860414281,4.915049848600954e-18,NA,NA,NA,1,0.5333579598145765,0.08361247758927769,0.385404878598518,0.7222528710703763,Wind,2012,Arthropod Richness - Trait PC1
-0.7840097667648469,4.915049848600954e-18,NA,NA,NA,1,0.5416194425704406,0.08445298372095061,0.3943335671236882,0.7264038307643294,Wind,2012,Arthropod Richness - Trait PC1
-0.7280957474882654,4.915049848600954e-18,NA,NA,NA,1,0.550043930556384,0.08410284666674836,0.4024886522418324,0.7333531614160126,Wind,2012,Arthropod Richness - Trait PC1
-0.672181728211684,4.915049848600954e-18,NA,NA,NA,1,0.5589459876493481,0.0842445427721052,0.41087231890057374,0.7375042081099716,Wind,2012,Arthropod Richness - Trait PC1
-0.6162677089351027,4.915049848600954e-18,NA,NA,NA,1,0.5673101780141506,0.08330298979270609,0.4187150396979656,0.7422367579144857,Wind,2012,Arthropod Richness - Trait PC1
-0.5603536896585211,4.915049848600954e-18,NA,NA,NA,1,0.5769179611656952,0.08225511968497098,0.42803938165448263,0.7497601971446256,Wind,2012,Arthropod Richness - Trait PC1
-0.5044396703819398,4.915049848600954e-18,NA,NA,NA,1,0.5866615187319881,0.08162789472546005,0.43696291987612795,0.758188702085755,Wind,2012,Arthropod Richness - Trait PC1
-0.4485256511053586,4.915049848600954e-18,NA,NA,NA,1,0.5956726722677962,0.08080105891094792,0.4459782494128642,0.76859135766357,Wind,2012,Arthropod Richness - Trait PC1
-0.3926116318287769,4.915049848600954e-18,NA,NA,NA,1,0.605501668566985,0.08138388613764662,0.45606455855815375,0.7755608462355859,Wind,2012,Arthropod Richness - Trait PC1
-0.33669761255219566,4.915049848600954e-18,NA,NA,NA,1,0.6150039100226952,0.08096391570743731,0.468361664886312,0.7826869700281274,Wind,2012,Arthropod Richness - Trait PC1
-0.2807835932756144,4.915049848600954e-18,NA,NA,NA,1,0.6256256655593411,0.08112214867068662,0.47549930222111,0.7932117735612881,Wind,2012,Arthropod Richness - Trait PC1
-0.22486957399903273,4.915049848600954e-18,NA,NA,NA,1,0.6361654272462811,0.08228078333814311,0.484608109871257,0.8039542033943677,Wind,2012,Arthropod Richness - Trait PC1
-0.1689555547224515,4.915049848600954e-18,NA,NA,NA,1,0.6459710928325411,0.0825489694626527,0.4941649761666988,0.8147017072129107,Wind,2012,Arthropod Richness - Trait PC1
-0.11304153544586981,4.915049848600954e-18,NA,NA,NA,1,0.6571116038527447,0.08342272212117983,0.4990247822958094,0.8250788638846025,Wind,2012,Arthropod Richness - Trait PC1
-0.05712751616928857,4.915049848600954e-18,NA,NA,NA,1,0.6673150996371824,0.08526781779830281,0.5048448695410783,0.8356936714758203,Wind,2012,Arthropod Richness - Trait PC1
-0.001213496892707333,4.915049848600954e-18,NA,NA,NA,1,0.6772942604430545,0.08564351754576444,0.5140338061113137,0.8476605055194912,Wind,2012,Arthropod Richness - Trait PC1
0.05470052238387435,4.915049848600954e-18,NA,NA,NA,1,0.6882416593201428,0.08587012763893029,0.5254897836894186,0.8596698816843603,Wind,2012,Arthropod Richness - Trait PC1
0.11061454166045559,4.915049848600954e-18,NA,NA,NA,1,0.6994137913194045,0.08640576059477245,0.5349556913942384,0.871421720269349,Wind,2012,Arthropod Richness - Trait PC1
0.16652856093703683,4.915049848600954e-18,NA,NA,NA,1,0.7116232678716143,0.08647898015193983,0.5460880311153722,0.8833485044533416,Wind,2012,Arthropod Richness - Trait PC1
0.2224425802136185,4.915049848600954e-18,NA,NA,NA,1,0.7231210395891268,0.08820082737655685,0.5538519364194381,0.8969105282432526,Wind,2012,Arthropod Richness - Trait PC1
0.27835659949019975,4.915049848600954e-18,NA,NA,NA,1,0.7336023120849884,0.0896960827969525,0.5595915279452803,0.908573452523891,Wind,2012,Arthropod Richness - Trait PC1
0.334270618766781,4.915049848600954e-18,NA,NA,NA,1,0.7448656201143795,0.09163296088743325,0.5704937361934641,0.9207094279557143,Wind,2012,Arthropod Richness - Trait PC1
0.3901846380433627,4.915049848600954e-18,NA,NA,NA,1,0.7566336773752379,0.09323865489948055,0.5830374829426184,0.939394140894133,Wind,2012,Arthropod Richness - Trait PC1
0.4460986573199439,4.915049848600954e-18,NA,NA,NA,1,0.7694890630305843,0.09483150632217865,0.5912087819041423,0.9555958578298667,Wind,2012,Arthropod Richness - Trait PC1
0.5020126765965252,4.915049848600954e-18,NA,NA,NA,1,0.7818050824756047,0.09738941823097812,0.600879356877384,0.9749114990723129,Wind,2012,Arthropod Richness - Trait PC1
0.5579266958731068,4.915049848600954e-18,NA,NA,NA,1,0.7952526940164333,0.09921232351572545,0.6116434157567169,0.9927197443328639,Wind,2012,Arthropod Richness - Trait PC1
0.6138407151496881,4.915049848600954e-18,NA,NA,NA,1,0.8098609964823129,0.09977511332707346,0.6182713698026494,1.0125330171709424,Wind,2012,Arthropod Richness - Trait PC1
0.6697547344262698,4.915049848600954e-18,NA,NA,NA,1,0.8235167655517881,0.10291849143220173,0.6240236327901776,1.0349937855920388,Wind,2012,Arthropod Richness - Trait PC1
0.725668753702851,4.915049848600954e-18,NA,NA,NA,1,0.8371898661107582,0.10646492811000541,0.6294935778867894,1.056642833750113,Wind,2012,Arthropod Richness - Trait PC1
0.7815827729794322,4.915049848600954e-18,NA,NA,NA,1,0.8512096854096343,0.11084621378148865,0.6354907275353021,1.0719970462571031,Wind,2012,Arthropod Richness - Trait PC1
0.8374967922560139,4.915049848600954e-18,NA,NA,NA,1,0.8640218197929217,0.11415619685096824,0.6415718107019474,1.0919004089373776,Wind,2012,Arthropod Richness - Trait PC1
0.8934108115325952,4.915049848600954e-18,NA,NA,NA,1,0.8793597817816022,0.1184116058148039,0.6482141024310623,1.114332807006234,Wind,2012,Arthropod Richness - Trait PC1
0.9493248308091764,4.915049848600954e-18,NA,NA,NA,1,0.8935889717635954,0.12168456714319842,0.6571268212885164,1.1370975664135785,Wind,2012,Arthropod Richness - Trait PC1
1.005238850085758,4.915049848600954e-18,NA,NA,NA,1,0.9091773583187306,0.12635794904519906,0.6612897166772798,1.1604957358734,Wind,2012,Arthropod Richness - Trait PC1
1.0611528693623393,4.915049848600954e-18,NA,NA,NA,1,0.9218953275655806,0.12994565311875783,0.6656449998333962,1.1842296591012063,Wind,2012,Arthropod Richness - Trait PC1
1.1170668886389206,4.915049848600954e-18,NA,NA,NA,1,0.9363242437693959,0.13506322383886277,0.6718786413106448,1.2026613789209923,Wind,2012,Arthropod Richness - Trait PC1
1.1729809079155022,4.915049848600954e-18,NA,NA,NA,1,0.9510172010016036,0.13997103587273751,0.6791671360124077,1.2333407728282901,Wind,2012,Arthropod Richness - Trait PC1
1.2288949271920835,4.915049848600954e-18,NA,NA,NA,1,0.9628578010054809,0.1459437775903261,0.6877732902339837,1.2555335516367951,Wind,2012,Arthropod Richness - Trait PC1
1.2848089464686652,4.915049848600954e-18,NA,NA,NA,1,0.97851014755617,0.1512897140317703,0.6983449782361665,1.2803904928061034,Wind,2012,Arthropod Richness - Trait PC1
1.3407229657452464,4.915049848600954e-18,NA,NA,NA,1,0.9958982647416309,0.15698145132329383,0.7073897260852992,1.309001298150374,Wind,2012,Arthropod Richness - Trait PC1
1.396636985021828,4.915049848600954e-18,NA,NA,NA,1,1.0091154633723205,0.16152730860976386,0.7187108693547363,1.338267175207883,Wind,2012,Arthropod Richness - Trait PC1
1.4525510042984089,4.915049848600954e-18,NA,NA,NA,1,1.02659406277647,0.1675989626412353,0.7260697365732537,1.3688680651832714,Wind,2012,Arthropod Richness - Trait PC1
1.5084650235749906,4.915049848600954e-18,NA,NA,NA,1,1.0419496673223834,0.17462469619777882,0.7321943577546415,1.4043886606747855,Wind,2012,Arthropod Richness - Trait PC1
1.5643790428515723,4.915049848600954e-18,NA,NA,NA,1,1.0575068193475872,0.18318781212929275,0.7383709924332177,1.4383048563547522,Wind,2012,Arthropod Richness - Trait PC1
1.620293062128153,4.915049848600954e-18,NA,NA,NA,1,1.072689868905937,0.19007492503932635,0.744600083786323,1.466497362539521,Wind,2012,Arthropod Richness - Trait PC1
1.6762070814047347,4.915049848600954e-18,NA,NA,NA,1,1.0902992740309188,0.19658545858129148,0.7487751136082312,1.5006082330105506,Wind,2012,Arthropod Richness - Trait PC1
1.7321211006813164,4.915049848600954e-18,NA,NA,NA,1,1.107145770857076,0.20483731443248476,0.7521783021703914,1.53543757146673,Wind,2012,Arthropod Richness - Trait PC1
1.7880351199578972,4.915049848600954e-18,NA,NA,NA,1,1.1239098107442123,0.2108806023973026,0.7568461710207831,1.5710900285426088,Wind,2012,Arthropod Richness - Trait PC1
1.843949139234479,4.915049848600954e-18,NA,NA,NA,1,1.1430507593970862,0.22002925667260087,0.7636600652213382,1.608443347198497,Wind,2012,Arthropod Richness - Trait PC1
1.8998631585110606,4.915049848600954e-18,NA,NA,NA,1,1.1640804162762541,0.23144659928541778,0.7711541295664167,1.6470874258470993,Wind,2012,Arthropod Richness - Trait PC1
1.9557771777876414,4.915049848600954e-18,NA,NA,NA,1,1.1849924082487888,0.23916269431060336,0.7800334270530948,1.6880078045089622,Wind,2012,Arthropod Richness - Trait PC1
2.011691197064223,4.915049848600954e-18,NA,NA,NA,1,1.2032595725674358,0.2450982672063625,0.7862719193141444,1.7318882778744367,Wind,2012,Arthropod Richness - Trait PC1
2.0676052163408047,4.915049848600954e-18,NA,NA,NA,1,1.2238211987412804,0.2545564291061836,0.7920065632890129,1.7769094511258323,Wind,2012,Arthropod Richness - Trait PC1
2.1235192356173855,4.915049848600954e-18,NA,NA,NA,1,1.2423977868473661,0.26523764790471477,0.797783109404853,1.8197898028093715,Wind,2012,Arthropod Richness - Trait PC1
2.179433254893967,4.915049848600954e-18,NA,NA,NA,1,1.2627849015404267,0.277404283579418,0.8036018645393098,1.8554581817127174,Wind,2012,Arthropod Richness - Trait PC1
2.235347274170549,4.915049848600954e-18,NA,NA,NA,1,1.284007044087406,0.2868389164692768,0.8094631378239714,1.9007396269311485,Wind,2012,Arthropod Richness - Trait PC1
2.2912612934471297,4.915049848600954e-18,NA,NA,NA,1,1.3044896604298115,0.297113243739618,0.8151267980059135,1.9522321864381813,Wind,2012,Arthropod Richness - Trait PC1
2.3471753127237114,4.915049848600954e-18,NA,NA,NA,1,1.3254252402361997,0.309195782355502,0.8211618232270685,2.005092305660251,Wind,2012,Arthropod Richness - Trait PC1
2.403089332000293,4.915049848600954e-18,NA,NA,NA,1,1.3445362812487756,0.3195721962758836,0.8272168775470046,2.0592103994781787,Wind,2012,Arthropod Richness - Trait PC1
2.4590033512768747,4.915049848600954e-18,NA,NA,NA,1,1.3665850569617923,0.3304202560708038,0.8331746384295615,2.109707928440183,Wind,2012,Arthropod Richness - Trait PC1
2.5149173705534555,4.915049848600954e-18,NA,NA,NA,1,1.3900404275215679,0.34144655897599274,0.839175363781955,2.165902274936276,Wind,2012,Arthropod Richness - Trait PC1
2.5708313898300372,4.915049848600954e-18,NA,NA,NA,1,1.4108626533470088,0.3507014790085201,0.8445918758041069,2.2163132564771706,Wind,2012,Arthropod Richness - Trait PC1
2.626745409106619,4.915049848600954e-18,NA,NA,NA,1,1.434421709064539,0.3616286263480368,0.8489810835397185,2.265786705528156,Wind,2012,Arthropod Richness - Trait PC1
2.6826594283831997,4.915049848600954e-18,NA,NA,NA,1,1.4583504804881646,0.37590234361520203,0.8534737710189051,2.31627728718283,Wind,2012,Arthropod Richness - Trait PC1
2.7385734476597814,4.915049848600954e-18,NA,NA,NA,1,1.480244684335175,0.3923624147476496,0.8636889850721897,2.3720186549305433,Wind,2012,Arthropod Richness - Trait PC1
2.794487466936363,4.915049848600954e-18,NA,NA,NA,1,1.5028841144426694,0.4048237999398665,0.869546164315034,2.4375487149574044,Wind,2012,Arthropod Richness - Trait PC1
2.8504014862129434,4.915049848600954e-18,NA,NA,NA,1,1.5269198812767395,0.4202083275087348,0.8742930780706453,2.5018928903520843,Wind,2012,Arthropod Richness - Trait PC1
